title,text,category,url
Культовую рэп-группу включат в Зал славы рок-н-ролла,"Британский музыкант Фил Коллинз , группы Iron Maiden и Oasis, а также культовый рэп-коллектив Wu-Tang Clan будут включены в Зал славы рок-н-ролла в 2026 году. Об этом сообщает агентство Associated Press со ссылкой на список, оглашенный в программе American Idol. По информации источника, в этом году новыми членами Зала славы станут артисты, чьи первые коммерческие записи вышли не менее 25 лет назад. Всего за кандидатов голосовали более 1200 музыкантов, историков и представителей музыкальной индустрии. Уточняется, что легендарный артист Фил Коллинз уже имеет почетный статус члена Зала славы — в качестве участника группы Genesis. Кроме того, в список попала соул-джазовая певица Sade. В 2023 году в Зал славы рок-н-ролла, среди прочих, попали музыканты Кейт Буш и Джордж Майкл . Причем Буш номинировалась на включение в список почетных артистов три раза: в 2018-м, 2021 и 2022 годах. Однако попасть в Зал славы она смогла только после второй волны популярности хита Running Up That Hill.",culture,https://lenta.ru/news/2026/04/14/kultovuyu-rep-gruppu-vklyuchat-v-zal-slavy-rok-n-rolla/
Назван способный повлиять на продолжение Овечкиным карьеры в НХЛ фактор,"Инсайдер Эллиот Фридман назвал фактор, который может повлиять на продолжение карьеры в Национальной хоккейной лиге (НХЛ) российским нападающим и капитаном «Вашингтон Кэпиталс» Александром Овечкиным . Его слова приводит Washington Hockey Insider . Фридман посчитал, что развитие молодежи в «Вашингтоне» может склонить Овечкина к продолжению карьеры еще на один сезон. По его мнению, на Овечкина могут повлиять две фигуры — 19‑летние Коул Хатсон (10 очков в 14 матчах) и Илья Протас (4 очка в 4 играх), которые могут стать стержневыми игроками команды. Ранее Овечкин заявил , что хотел бы сыграть еще два сезона за «Вашингтон». В ночь с 14 на 15 апреля 40-летний нападающий провел последнюю игру по действующему контракту с клубом. Овечкин в текущем сезоне провел 82 матча, в которых забросил 32 шайбы и сделал столько же результативных передач. К текущему моменту игрок забил 1006 голов в НХЛ, это на десять меньше, чем у обладателя абсолютного рекорда по этому показателю Уэйна Гретцки .",sport,https://lenta.ru/news/2026/04/19/nazvan-sposobnyy-povliyat-na-prodolzhenie-ovechkinym-kariery-v-nhl-faktor/
Звезду «Голодных игр» призвали отменить из-за нелюбви к Тейлор Свифт,"Американский актер Джош Хатчерсон , известный по роли Пита Мелларка в серии фильмов «Голодные игры», пожаловался на жесткую критику от фанатов певицы Тейлор Свифт. Об этом пишет издание GQ. Хатчерсон вспомнил, что однажды вместе с матерью посетил концерт Свифт. Тогда в беседе с журналистами он заявил, что уважает артистку, но не является ее поклонником. Из-за этого комментария актера назвали монстром, коротышкой и призвали отменить. «Внезапно это вызвало такую реакцию: ""Да пошел он! Он монстр! Уничтожьте его! Он коротышка! Он ненавидит ее, потому что не вышел ростом"". Просто как гром среди ясного неба», — признался Хатчерсон. Актер добавил, что считает Свифт великолепной певицей, но не любит ее музыку. По словам Джоша, именно из-за таких скандалов он решил сократить свое присутствие в социальных сетях. Ранее стало известно, что Дженнифер Лоуренс и Джош Хатчерсон вернулись к ролям Китнисс Эвердин и Пита Мелларка в приквеле «Голодных игр». Картина расскажет о 50-х Голодных играх, которые состоялись за 24 года до событий серии фильмов с участием Лоуренс и Хатчерсона.",culture,https://lenta.ru/news/2026/04/21/zvezdu-golodnyh-igr-prizvali-otmenit-iz-za-nelyubvi-k-teylor-svift/
Обвалившийся на старте иранского конфликта рынок акций рекордно вырос,"Корейский индекс Kospi 21 апреля вырос на 2,3 процента, достигнув исторического внутридневного максимума. Об этом сообщает Bloomberg. К моменту написания материала рост показателя ускорился до 2,5 процента. Рынок акций Южной Кореи, который в значительной степени ориентирован на технологические компании, компенсировал все потери, вызванные конфликтом на Ближнем Востоке, «переключившись с новостей о войне на отчеты о прибылях и спрос на ИИ», отметила стратег по различным активам в Van Eck Associates Анна Ву, по словам которой «инвесторы вновь обретают уверенность». На старте иранского конфликта Kospi напротив обвалился максимальными с 2008 года темпами, упав ниже 5100 пунктов. Сейчас он достиг 6374,35 пункта, показывая общий рост в этом году более чем на 50 процентов. На прошлой неделе, в условиях остановки боевых действий и продолжающихся переговоров на Ближнем Востоке, американский фондовый рынок вырос до максимумов с января. Индекс S&P 500, включающий котировки 500 крупнейших по капитализации американских компаний, закрепился выше отметки в 7000 пунктов, подскочив с 30 марта на 11 процентов, что позволило аналитикам заявить о возвращении на рынок «животного духа».",economics,https://lenta.ru/news/2026/04/21/obvalivshiysya-na-starte-iranskogo-konflikta-rynok-aktsiy-rekordno-vyros/
Кенийский бегун завершил марафон на четвереньках,"Кенийский бегун Реубен Сива завершил марафон во Франции на четвереньках. Об этом сообщает Sports . Спортсмен занял третье место в забеге. Перед финишной чертой у него отказали ноги, поэтому он был вынужден пересечь ее на четвереньках. Сива участвовал в марафоне у озера Анси . Мероприятие проходило с 18 по 19 апреля. Ранее в Китае задумались о допуске российских легкоатлетов на свои соревнования. Всероссийская федерация легкой атлетики, в свою очередь, обозначила заинтересованность в приглашении китайских спортсменов на турниры под своей эгидой.",sport,https://lenta.ru/news/2026/04/21/keniyskiy-begun-zavershil-marafon-na-chetverenkah/
Назван способ накачать пресс без спортзала,"Фитнес‑тренер Лайла Аджани назвала способ накачать пресс без спортзала. Об этом сообщает Men Today . Центр внимания тренер делает на упражнениях для нижней части живота — ножницах, подъемах ног и поворотах туловища, которые особенно эффективны для проблемы «нижнего жира». Для верхнего пресса предложены скручивания со ступнями на полу и с поднятыми ногами, а также подъемы бедер, при которых важно сохранять поясницу на полу и не тянуть шею руками. Для косых мышц добавлены боковые наклоны, косые скручивания и русские скрутки, которые улучшают баланс корпуса и визуально сужают талию. В качестве завершающего элемента тренер рекомендует классическую планку, которая одновременно нагружает весь пресс, спину и мышцы кора. Ранее старший тренер международной сети студий балета и растяжки LEVITA Акулина Бахтурина назвала лучшие упражнения для пресса с фитнес-лентой. В комплекс вошли упражнения «лесенка», «велосипед» и другие.",sport,https://lenta.ru/news/2026/04/21/nazvan-sposob-nakachat-press-bez-sportzala/
Первый фильм по «Игре престолов» обрел название,"Первый фильм, который развернется во вселенной популярного сериала «Игра престолов», обрел рабочее название — «Игра престолов: Завоевание Эйгона», сообщает Variety. Название было объявлено во время презентации компании Warner Bros. на фанатской конференции CinemaCon. Фильм вошел в планы студии на 2027-й и последующие годы. Сообщается, что в процессе работы над картиной ее название может измениться. О планах Warner Bros. снять фильм по «Игре престолов» стало известно в марте. Сценаристом будущей ленты выступит создатель сериала «Карточный домик» Бо Уиллимон . «Завоевание Эйгона» развернется примерно за 300 лет до событий сериала «Игра престолов» и будет посвящено истории насильственного воцарения владеющей драконами династии Таргариен на континенте Вестерос, описанной в книге Джорджа Р. Р. Мартина «Пламя и кровь». Ранее в феврале глава РФПИ Кирилл Дмитриев сравнил династию Ротшильдов с героями «Игры престолов».",culture,https://lenta.ru/news/2026/04/15/pervyy-film-po-igre-prestolov-obrel-nazvanie/
В украинском ПЗРК «Колибри» увидели советскую базу,"Переносной зенитный ракетный комплекс (ПЗРК) «Колибри», который представили на выставке вооружений на Украине , разработали на базе советских технологий. Применение устаревающих решений увидели «Известия». Военный эксперт Дмитрий Корнев подчеркнул, что украинское конструкторское бюро «Арсенал» и производственное объединение «Прогресс» десятилетиями владели наработками по всеракурсным системам наведения. В частности, еще в 1960-х на Украине создавали инфракрасные головки самонаведения для ракет класса «воздух-воздух» Р-60, а позже предприятия начали выпуск всеракурсных систем для ракет Р-73. «Современные украинские инженеры пошли по пути адаптации этих проверенных решений. Фактически старая электронная база портируется на новые двигатели и упаковывается в корпуса из композитных материалов», — сказал эксперт. Он допустил, что использование советских наработок позволяет относительно быстро создать ПЗРК, однако его реальные возможности остаются под вопросом. По словам Корнева, засекреченность характеристик может указывать на отсутствие значимых преимуществ перед советскими ПЗРК. В марте холдинг «Высокоточные комплексы» заявил , что российский ПЗРК «Верба» превосходит аналоги по эффективности применения.",science,https://lenta.ru/news/2026/04/20/v-ukrainskom-pzrk-kolibri-uvideli-sovetskuyu-bazu/
Российские работодатели назвали способы удержания сотрудников,"Российские работодатели чаще всего удерживают ценных сотрудников с помощью индексации заработной платы. Такой ответ дали 46 процентов участников проведенного hh.ru в марте исследования, на результаты которого ссылается РИА Новости . Как следует из материалов, главы компаний считают повышение зарплаты наиболее эффективным инструментом в этой сфере. Среди других популярных вариантов они назвали в том числе программы адаптации для новых сотрудников (35 процентов), внутренние награды и публичную похвалу (30 процентов), а также переход к более прозрачной и понятной системе оплаты труда (29 процентов). На то, что в условиях низкой безработицы и сохраняющегося напряжения на рынке труда работодатели в РФ стали чаще делать упор на удержании уже нанятых специалистов, указывают и эксперты, по словам которых рынок уходит от стратегии «истерического найма» сотрудников, а работодатели считают текучесть кадров ключевым вызовом. Ранее глава Минэкономразвития Максим Решетников назвал работников самым дефицитным ресурсом в экономике, отметив, что главной задачей для отечественного бизнеса на ближайшее время является «управление себестоимостью, управление затратами, поиск, как добиться большего от тех же ресурсов, что есть, как повысить в конечном итоге свою производительность труда».",economics,https://lenta.ru/news/2026/04/21/rossiyskie-rabotodateli-nazvali-sposoby-uderzhaniya-sotrudnikov/
Паулина Андреева подала на развод с Федором Бондарчуком,"Актриса Паулина Андреева подала иск о расторжении брака с режиссером Федором Бондарчуком . Об этом сообщают суды общей юрисдикции города Москвы в своем Telegram -канале. «Мировому судье судебного участка № 244 района Донской города Москвы поступило исковое заявление Паулины Андреевой-Бондарчук к Федору Бондарчуку о расторжении брака», — говорится в публикации. По информации РИА Новости , иск был подан в суд 15 апреля, предварительное заседание запланировано на 30 апреля. В марте 2025 года Паулина Андреева объявила о расставании с Федором Бондарчуком. Однако в июне 2025-го сообщалось , что пара решила не разводиться. Отмечалось, что режиссер планировал наладить отношения с супругой. Федор Бондарчук и Паулина Андреева состояли в отношениях с 2015 года, а в 2019-м сыграли свадьбу. В марте 2021-го у пары родился сын Иван.",culture,https://lenta.ru/news/2026/04/18/paulina-andreeva-podala-na-razvod-s-fedorom-bondarchukom/
